Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3
Gold,[Au],196.967,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Synthetic camphor,CC12CCC(CC1=O)C2(C)C,152.237,2.401700000000001,0.0,1.0,2.0,0.0,11.0,1.0,0.0,17.07,0.9
Oxidronic acid,O=P(O)(O)C(O)P(=O)(O)O,191.99999999999997,-1.3823,5.0,3.0,0.0,2.0,10.0,9.0,0.0,135.29000000000002,1.0
Titanium,[Ti],47.867,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Diazolidinylurea,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,278.221,-3.6124999999999985,5.0,7.0,1.0,5.0,19.0,11.0,0.0,153.88,0.625
Dipentamethylenethiuram disulfide,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,320.5740000000002,3.9094000000000033,0.0,4.0,2.0,0.0,18.0,6.0,0.0,6.48,0.8333333333333334
alpha-Amyl cinnamaldehyde,CCCCC/C(C=O)=C/c1ccccc1,202.297,3.8492000000000033,0.0,1.0,1.0,6.0,15.0,1.0,1.0,17.07,0.35714285714285715
Benzylparaben,O=C(OCc1ccccc1)c1ccc(O)cc1,228.24699999999999,2.749200000000001,1.0,3.0,2.0,3.0,17.0,3.0,2.0,46.53,0.07142857142857142
Propylparaben,CCCOC(=O)c1ccc(O)cc1,180.20299999999997,1.9589999999999999,1.0,3.0,1.0,3.0,13.0,3.0,1.0,46.53,0.3
Tetramethylthiuram monosulfide,CN(C)C(=S)SC(=S)N(C)C,208.377,1.4126,0.0,3.0,0.0,0.0,11.0,5.0,0.0,6.48,0.6666666666666666
Nickel sulfate,O=S(=O)([O-])[O-].[Ni+2],154.75599999999997,-1.3404999999999996,0.0,4.0,0.0,0.0,6.0,6.0,0.0,80.26,0.0
Dichromate,[O]=[Cr](=[O])([O-])[O][Cr](=[O])(=[O])[O-],215.98499999999999,-2.9266,0.0,7.0,0.0,2.0,9.0,9.0,0.0,123.63,0.0
Geraniol,CC(C)=CCC/C(C)=C/CO,154.253,2.6714000000000016,1.0,1.0,0.0,4.0,11.0,1.0,0.0,20.23,0.6
Cinnamaldehyde,O=C/C=C/c1ccccc1,132.16199999999998,1.8987,0.0,1.0,1.0,2.0,10.0,1.0,1.0,17.07,0.0
Aripiprazole lauroxil,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,660.7270000000002,8.675400000000007,0.0,6.0,4.0,19.0,45.0,9.0,2.0,62.32000000000001,0.6111111111111112
Cinnamyl alcohol,OC/C=C/c1ccccc1,134.178,1.6921,1.0,1.0,1.0,2.0,10.0,1.0,1.0,20.23,0.1111111111111111
Hydroxycitronellal,CC(CC=O)CCCC(C)(C)O,172.268,2.1527000000000007,1.0,2.0,0.0,6.0,12.0,2.0,0.0,37.3,0.9
Isoeugenol,CC=Cc1ccc(O)c(OC)c1,164.20399999999998,2.4339000000000004,1.0,2.0,1.0,2.0,12.0,2.0,1.0,29.46,0.2
Ethylenediamine,NCCN,60.09999999999999,-1.0962,2.0,2.0,0.0,1.0,4.0,2.0,0.0,52.04,1.0
Diphenylguanidine,N=C(Nc1ccccc1)Nc1ccccc1,211.268,3.1453700000000007,3.0,1.0,2.0,2.0,16.0,3.0,2.0,47.910000000000004,0.0
Ditiocarb zinc,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2],361.94199999999995,2.3175,0.0,4.0,0.0,4.0,17.0,7.0,0.0,6.48,0.8
Zinc dibutyldithiocarbamate,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],474.1580000000002,5.438300000000006,0.0,4.0,0.0,12.0,25.0,7.0,0.0,6.48,0.8888888888888888
4-(Isopropylamino)diphenylamine,CC(C)Nc1ccc(Nc2ccccc2)cc1,226.323,4.250500000000002,2.0,2.0,2.0,4.0,17.0,2.0,2.0,24.06,0.2
"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine",c1ccc(Nc2ccc(NC3CCCCC3)cc2)cc1,266.3879999999999,5.174800000000004,2.0,2.0,3.0,4.0,20.0,2.0,2.0,24.06,0.3333333333333333
Methylchloroisothiazolinone,Cn1sc(Cl)cc1=O,149.602,1.1002,0.0,3.0,1.0,0.0,8.0,4.0,1.0,22.0,0.25
Quaternium-15,ClC=CC[N+]12CN3CN(CN(C3)C1)C2.[Cl-],251.16099999999997,-2.7484999999999964,0.0,3.0,4.0,2.0,15.0,6.0,0.0,9.72,0.7777777777777778
Bromothalonil,N#CCCC(Br)(C#N)CBr,265.936,2.34236,0.0,2.0,0.0,3.0,10.0,4.0,0.0,47.58,0.6666666666666666
Thiohexam,c1ccc2sc(SNC3CCCCC3)nc2c1,264.4189999999999,4.2257000000000025,1.0,4.0,3.0,3.0,17.0,4.0,2.0,24.92,0.46153846153846156
"2,2'-Dibenzothiazyl disulfide",c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,332.50000000000006,5.705400000000002,0.0,6.0,4.0,3.0,20.0,6.0,4.0,25.78,0.0
Morpholinylmercaptobenzothiazole,c1ccc2sc(SN3CCOCC3)nc2c1,252.36399999999995,2.6356,0.0,5.0,3.0,2.0,16.0,5.0,2.0,25.36,0.36363636363636365
Disperse Blue 106,CCN(CCO)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,335.38900000000007,3.593720000000002,1.0,8.0,2.0,7.0,23.0,9.0,2.0,104.22,0.35714285714285715
Nickel cation,[Ni+2],58.693,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Cobaltous cation,[Co+2],58.933,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Cobalt chloride,[Cl-].[Cl-].[Co+2],129.839,-5.9945,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Fosinoprilat,O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,435.5010000000002,4.161700000000003,2.0,3.0,3.0,9.0,30.0,7.0,1.0,94.91000000000001,0.6521739130434783
Ramiprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,388.4640000000002,1.9046999999999994,3.0,4.0,3.0,8.0,28.0,7.0,1.0,106.94000000000001,0.5714285714285714
Trandolaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,402.49100000000027,2.2947999999999995,3.0,4.0,3.0,8.0,29.0,7.0,1.0,106.94000000000001,0.5909090909090909
Moexiprilat,COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2,470.5220000000003,2.1058000000000003,3.0,6.0,3.0,10.0,34.0,9.0,2.0,125.40000000000002,0.4
Methylparaben,COC(=O)c1ccc(O)cc1,152.149,1.1788,1.0,3.0,1.0,1.0,11.0,3.0,1.0,46.53,0.125
Perindoprilat,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,340.4200000000001,1.4621,3.0,4.0,2.0,7.0,24.0,7.0,0.0,106.94000000000001,0.8235294117647058
Rose bengal lactone,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,973.6749999999997,8.697799999999999,2.0,5.0,5.0,0.0,33.0,13.0,3.0,75.99000000000001,0.05
Quinaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,410.4700000000002,2.0885999999999996,3.0,4.0,3.0,8.0,30.0,7.0,2.0,106.94000000000001,0.34782608695652173
Telotristat,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,546.9370000000002,4.510120000000002,3.0,8.0,4.0,8.0,38.0,13.0,4.0,142.17000000000002,0.2
Monomethyl fumarate,COC(=O)/C=C/C(=O)O,130.099,-0.19980000000000003,1.0,3.0,0.0,2.0,9.0,4.0,0.0,63.60000000000001,0.2
Beclomethasone 17-monopropionate,CCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,464.98600000000016,3.1259000000000015,2.0,6.0,4.0,4.0,32.0,7.0,0.0,100.90000000000002,0.72
Technetium Tc-99m,[99Tc],98.9062547,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Threonic acid,O=C(O)[C@@H](O)[C@H](O)CO,136.103,-2.2148999999999996,4.0,4.0,0.0,3.0,9.0,5.0,0.0,97.99000000000001,0.75
Deacetylbisacodyl,Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,277.32300000000004,3.6730000000000027,2.0,3.0,3.0,3.0,21.0,3.0,3.0,53.35,0.05555555555555555
2-Ethylhexyl 4-phenylbenzophenone-2'-carboxylate,CCCCC(CC)COC(=O)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1,414.54500000000013,6.957800000000008,0.0,3.0,3.0,10.0,31.0,3.0,3.0,43.370000000000005,0.2857142857142857
Sorbitan,OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,164.157,-2.539799999999999,4.0,5.0,1.0,2.0,11.0,5.0,0.0,90.15,1.0
L-Lactic acid,C[C@H](O)C(=O)O,90.07799999999999,-0.5482,2.0,2.0,0.0,1.0,6.0,3.0,0.0,57.53,0.6666666666666666
DL-alpha-Tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,430.7170000000003,8.840260000000002,1.0,2.0,2.0,12.0,31.0,2.0,1.0,29.46,0.7931034482758621
DL-alpha tocopheryl acetate,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,472.7540000000004,9.059960000000002,0.0,3.0,2.0,13.0,34.0,3.0,1.0,35.53,0.7741935483870968
Acetylcysteine zinc,CC(=O)N[C@@H](CS)C(=O)[O-].CC(=O)N[C@@H](CS)C(=O)[O-].[Zn+2],389.77000000000004,-3.6608999999999976,4.0,8.0,0.0,6.0,21.0,11.0,0.0,138.46,0.6
Acetylcysteine amide,CC(=O)N[C@@H](CS)C(N)=O,162.214,-1.0938000000000005,3.0,3.0,0.0,3.0,10.0,5.0,0.0,72.19,0.6
Calcium phosphate dihydrate,O.O.O=P([O-])([O-])O.[Ca+2],172.086,-4.222799999999999,1.0,3.0,0.0,0.0,8.0,8.0,0.0,146.42,0.0
Sodium ascorbate,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],198.106,-5.601099999999998,3.0,6.0,1.0,2.0,13.0,7.0,0.0,110.05000000000001,0.5
Calcium ascorbate,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Ca+2],390.31000000000006,-5.590999999999996,6.0,12.0,2.0,4.0,25.0,13.0,0.0,220.09999999999997,0.5
Magnesium ascorbate,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Mg+2],374.5370000000001,-5.590999999999996,6.0,12.0,2.0,4.0,25.0,13.0,0.0,220.09999999999997,0.5
Zinc ascorbate,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Zn+2],415.62200000000007,-5.212699999999996,6.0,12.0,2.0,4.0,25.0,13.0,0.0,220.09999999999997,0.5
Niacinamide ascorbate,NC(=O)c1cccnc1.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,298.251,-1.2268999999999992,5.0,8.0,2.0,3.0,21.0,9.0,1.0,163.20000000000002,0.25
Zinc acetate,CC(=O)[O-].CC(=O)[O-].[Zn+2],183.478,-2.490099999999999,0.0,4.0,0.0,0.0,9.0,5.0,0.0,80.25999999999999,0.5
Ferrous gluconate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Fe+2],446.139,-9.658100000000003,10.0,14.0,0.0,10.0,27.0,15.0,0.0,282.56,0.8333333333333334
Ferrous succinate,O=C([O-])CCC(=O)[O-].[Fe+2],171.91699999999997,-2.7360999999999995,0.0,4.0,0.0,3.0,9.0,5.0,0.0,80.25999999999999,0.5
Ferrous ascorbate,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1[O-].[Fe+2],406.0770000000001,-5.212699999999996,6.0,12.0,2.0,4.0,25.0,13.0,0.0,220.1,0.5
Ferrous fumarate,O=C([O-])/C=C/C(=O)[O-].[Fe+2],169.90099999999998,-2.9600999999999997,0.0,4.0,0.0,2.0,9.0,5.0,0.0,80.25999999999999,0.0
Potassium triiodide,I[I-]I.[K+],419.81,-4.2206,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Zinc glycinate,NCC(=O)[O-].NCC(=O)[O-].[Zn+2],213.50799999999998,-4.6125,2.0,6.0,0.0,2.0,11.0,7.0,0.0,132.3,0.5
Zinc carbonate,O=C([O-])[O-].O=C([O-])[O-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Zn+2].[Zn+2].[Zn+2].[Zn+2].[Zn+2],549.008,-5.9673000000000025,0.0,12.0,0.0,0.0,19.0,17.0,0.0,306.38,0.0
Manganese citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mn+2].[Mn+2].[Mn+2],543.0120000000002,-10.512700000000002,2.0,14.0,0.0,10.0,29.0,17.0,0.0,281.24,0.5
Sodium molybdate,[Na+].[Na+].[O]=[Mo](=[O])([O-])[O-],205.91599999999997,-8.610100000000001,0.0,4.0,0.0,0.0,7.0,7.0,0.0,80.26,0.0
Calcium magnesium potassium carbonate chloride hydroxide,O=C([O-])[O-].[Ca+2].[Cl-].[KH+2].[KH+2].[Mg+2].[OH-].[OH-].[OH-],291.077,-8.031999999999996,0.0,6.0,0.0,0.0,12.0,11.0,0.0,153.19,0.0
Potassium acetate,CC(=O)[O-].[K+],98.142,-4.2398,0.0,2.0,0.0,0.0,5.0,3.0,0.0,40.129999999999995,0.5
Potassium sulfate,O=S(=O)([O-])[O-].[K+].[K+],174.25900000000001,-7.33,0.0,4.0,0.0,0.0,7.0,7.0,0.0,80.26,0.0
Potassium,[KH],40.106,-0.6485000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ferrous glycine sulfate,NCC(=O)[O-].NCC(=O)[O-].O=S(=O)(O)O.[Fe+2],302.04200000000003,-5.265299999999999,4.0,8.0,0.0,2.0,16.0,12.0,0.0,206.89999999999998,0.5
"Sodium phosphate, dibasic",O=P([O-])([O-])O.[Na+].[Na+],141.958,-8.1846,1.0,3.0,0.0,0.0,7.0,7.0,0.0,83.42,0.0
Sodium borate,[Na+].[Na+].[O-]B1OB2OB([O-])OB(O1)O2,201.22099999999998,-10.235200000000003,0.0,7.0,2.0,0.0,13.0,13.0,0.0,92.27000000000001,0.0
Lithium hydroxide,[Li+].[OH-],23.948,-3.1728,0.0,1.0,0.0,0.0,2.0,2.0,0.0,30.0,0.0
Lithium citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],209.92199999999997,-14.240600000000004,1.0,7.0,0.0,5.0,16.0,10.0,0.0,140.62,0.5
Lithium succinate,O=C([O-])CCC(=O)[O-].[Li+].[Li+],129.95399999999998,-8.725600000000004,0.0,4.0,0.0,3.0,10.0,6.0,0.0,80.25999999999999,0.5
Lithium carbonate,O=C([O-])[O-].[Li+].[Li+],73.89,-8.439,0.0,3.0,0.0,0.0,6.0,5.0,0.0,63.19,0.0
Ferrous cation,[Fe+2],55.845,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Acetate,CC(=O)[O-],59.044000000000004,-1.2438,0.0,2.0,0.0,0.0,4.0,2.0,0.0,40.129999999999995,0.5
Mometasone furoate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,521.4370000000004,4.869200000000005,1.0,6.0,5.0,4.0,35.0,8.0,1.0,93.81,0.5925925925925926
Magnesium,[MgH2],26.320999999999998,-0.9162000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Magnesium levulinate,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].[Mg+2],254.52099999999993,-2.169799999999997,0.0,6.0,0.0,6.0,17.0,7.0,0.0,114.4,0.6
Magnesium lactate,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Mg+2],202.445,-4.146599999999998,2.0,6.0,0.0,2.0,13.0,7.0,0.0,120.72,0.6666666666666666
Sodium cation,[Na+],22.99,-2.996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Aluminium phosphate,O=P([O-])([O-])[O-].[Al+3],121.952,-3.2054,0.0,4.0,0.0,0.0,6.0,6.0,0.0,86.25,0.0
Aluminum acetate,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],204.11399999999998,-4.112199999999998,0.0,6.0,0.0,0.0,13.0,7.0,0.0,120.38999999999999,0.5
Aluminum cation,[Al+3],26.982,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tetraferric tricitrate decahydrate,O.O.O.O.O.O.O.O.O.O.O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],967.8030000000005,-25.91080000000002,0.0,21.0,0.0,15.0,53.0,35.0,0.0,745.3499999999999,0.5
Silver cation,[Ag+],107.868,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hydroxide ion,[OH-],17.007,-0.1768,0.0,1.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0
Phosphate ion,O=P([O-])([O-])[O-],94.97,-2.8246,0.0,4.0,0.0,0.0,5.0,5.0,0.0,86.25,0.0
Gallium cation,[Ga+3],69.723,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Chromic cation,[Cr+3],51.996,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Chromic citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Cr+3],241.09499999999997,-5.2551,1.0,7.0,0.0,5.0,14.0,8.0,0.0,140.62,0.5
Chromic nitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],238.008,-0.7198000000000002,0.0,9.0,0.0,0.0,13.0,13.0,0.0,198.6,0.0
Chromium gluconate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cr+3],637.4370000000002,-14.485900000000008,15.0,21.0,0.0,15.0,40.0,22.0,0.0,423.8400000000001,0.8333333333333334
Chromium nicotinate,O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.O=C([O-])c1cccnc1.[Cr+3],418.30500000000006,-1.6671999999999974,0.0,9.0,3.0,3.0,28.0,10.0,3.0,159.06,0.0
Chromous sulfate,O=S(=O)([O-])[O-].[Cr+2],148.059,-1.3404999999999996,0.0,4.0,0.0,0.0,6.0,6.0,0.0,80.26,0.0
Carbonate ion,O=C([O-])[O-],60.008,-2.447,0.0,3.0,0.0,0.0,4.0,3.0,0.0,63.19,0.0
Zinc cation,[Zn+2],65.39,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Zinc chloride,[Cl-].[Cl-].[Zn+2],136.296,-5.9945,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Gold cation (1+),[Au+],196.967,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Indium cation In-111,[111In+3],110.905103,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Strontium cation Sr-89,[89Sr+2],88.9074507,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Chromate ion Cr-51,[O]=[51Cr](=[O])([O-])[O-],114.94076739999998,-2.6181,0.0,4.0,0.0,0.0,5.0,5.0,0.0,80.26,0.0
Hydrocortisone aceponate,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,460.5670000000003,3.3133000000000017,1.0,7.0,4.0,5.0,33.0,7.0,0.0,106.97000000000001,0.7692307692307693
Hydrocortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,404.5030000000002,2.3524000000000003,2.0,6.0,4.0,3.0,29.0,6.0,0.0,100.90000000000002,0.782608695652174
Hydrocortisone butyrate,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,432.5570000000002,3.132600000000002,2.0,6.0,4.0,5.0,31.0,6.0,0.0,100.90000000000002,0.8
Hydrocortisone cypionate,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,486.6490000000005,4.302900000000004,2.0,6.0,5.0,6.0,35.0,6.0,0.0,100.9,0.8275862068965517
Hydrocortisone phosphate,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,442.4450000000002,1.8986,4.0,6.0,4.0,4.0,30.0,9.0,0.0,141.36,0.8095238095238095
Hydrocortisone probutate,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,488.6210000000003,4.093500000000003,1.0,7.0,4.0,7.0,35.0,7.0,0.0,106.97000000000001,0.7857142857142857
Hydrocortisone valerate,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,446.58400000000023,3.522700000000002,2.0,6.0,4.0,6.0,32.0,6.0,0.0,100.90000000000002,0.8076923076923077
Hydrocortisone succinate,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,462.5390000000004,2.1973,3.0,7.0,4.0,6.0,33.0,8.0,0.0,138.2,0.76
Sulfate ion,O=S(=O)([O-])[O-],96.06299999999999,-1.3379999999999996,0.0,4.0,0.0,0.0,5.0,5.0,0.0,80.26,0.0
Chloride ion,[Cl-],35.453,-2.996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Gallium cation Ga-67,[67Ga+3],66.9282017,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Gallium chloride Ga-67,[67Ga+3].[Cl-].[Cl-].[Cl-],173.2872017,-9.3688,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Phosphorus P-32,[32PH3],34.99790727,0.05809999999999993,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Cupric cation,[Cu+2],63.546,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Borate ion,[O-]B1OB2OB([O-])OB(O1)O2,155.24099999999999,-4.2432,0.0,7.0,2.0,0.0,11.0,11.0,0.0,92.27000000000001,0.0
Dotatate,C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O,1435.6480000000004,-3.37460000000003,17.0,22.0,6.0,26.0,100.0,35.0,4.0,497.45999999999987,0.5076923076923077
Ursadiol,CC1(C)CC[C@@]2(C)C(=C3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H]2O)C1,442.7280000000003,7.28380000000001,2.0,2.0,5.0,0.0,32.0,2.0,0.0,40.46,0.9333333333333333
Peracetic acid,CC(=O)OO,76.051,0.02249999999999991,1.0,3.0,0.0,0.0,5.0,3.0,0.0,46.53,0.5
Ethylhexylglycerin,CCCCC(CC)COCC(O)CO,204.30999999999997,1.5725999999999998,2.0,3.0,0.0,9.0,14.0,3.0,0.0,49.69,1.0
Ivosidenib,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,582.9700000000001,4.324580000000004,1.0,6.0,5.0,7.0,41.0,13.0,3.0,119.28999999999999,0.2857142857142857
Tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,370.34400000000005,1.3957,1.0,8.0,4.0,4.0,27.0,10.0,3.0,106.26000000000002,0.23529411764705882
Hydroxyprogesterone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,330.4680000000001,3.8384000000000027,1.0,3.0,4.0,1.0,24.0,3.0,0.0,54.37,0.8095238095238095
Radium Ra-223 cation,[223Ra+2],223.0185022,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Bismuth cation,[Bi+3],208.98,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Phosphate ion P-32,O=[32P]([O-])([O-])[O-],95.96990727,-2.8246,0.0,4.0,0.0,0.0,5.0,5.0,0.0,86.25,0.0
Cobalt,[Co],58.933,-0.0025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Eslicarbazepine,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,254.289,2.4929000000000006,2.0,2.0,3.0,0.0,19.0,4.0,2.0,66.56,0.13333333333333333
Thallous cation Tl-201,[201Tl+],200.970819,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Calcium cation,[Ca+2],40.078,-0.3808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
