Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3
Nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.7960000000003,4.747620000000004,4.0,6.0,4.0,9.0,40.0,8.0,2.0,101.9,0.5625
Isoetharine,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,239.315,1.9077999999999997,4.0,4.0,1.0,5.0,17.0,4.0,1.0,72.72,0.5384615384615384
Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,490.6260000000003,3.0740000000000016,3.0,5.0,3.0,7.0,34.0,10.0,1.0,124.68,0.5416666666666666
Diflorasone,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,410.4570000000002,1.8436999999999997,3.0,5.0,4.0,2.0,29.0,7.0,0.0,94.83,0.7272727272727273
Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,613.8030000000003,2.8669000000000016,4.0,7.0,5.0,11.0,45.0,9.0,3.0,118.03000000000002,0.4722222222222222
Gadodiamide,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],573.6610000000002,-7.365900000000009,2.0,11.0,0.0,16.0,30.0,14.0,0.0,188.31,0.6875
Guanadrel,NC(N)=NCC1COC2(CCCCC2)O1,213.28099999999992,0.3355999999999997,2.0,3.0,2.0,2.0,15.0,5.0,0.0,82.86000000000001,0.9
Lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.54700000000025,4.195500000000004,1.0,5.0,3.0,6.0,29.0,5.0,0.0,72.83,0.75
Enflurane,FC(F)OC(F)(F)C(F)Cl,184.491,2.3528000000000002,0.0,1.0,0.0,3.0,10.0,7.0,0.0,9.23,1.0
Cefotiam,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,525.6420000000002,-0.653199999999996,3.0,13.0,4.0,10.0,34.0,16.0,2.0,172.45999999999998,0.5
Pregabalin,CC(C)C[C@H](CN)CC(=O)O,159.229,1.0821,2.0,2.0,0.0,5.0,11.0,3.0,0.0,63.32000000000001,0.875
Temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,300.74500000000006,2.4722,1.0,3.0,3.0,1.0,21.0,5.0,2.0,52.900000000000006,0.125
Methyclothiazide,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,360.2440000000001,0.5983000000000003,2.0,5.0,2.0,2.0,20.0,11.0,1.0,109.57,0.3333333333333333
Aminosalicylic acid,Nc1ccc(C(=O)O)c(O)c1,153.137,0.6726000000000001,3.0,3.0,1.0,1.0,11.0,4.0,1.0,83.55000000000001,0.0
Reboxetine,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,313.39700000000005,3.1938000000000004,1.0,4.0,3.0,6.0,23.0,4.0,2.0,39.72,0.3684210526315789
Milrinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.22400000000002,1.617,1.0,3.0,2.0,1.0,16.0,4.0,2.0,69.53999999999999,0.08333333333333333
Pipobroman,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,356.058,1.2272,0.0,2.0,1.0,4.0,16.0,6.0,0.0,40.620000000000005,0.8
Butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.249,0.7948999999999999,2.0,3.0,1.0,3.0,15.0,5.0,0.0,75.27000000000001,0.7
Nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.30400000000003,2.6512200000000004,1.0,4.0,4.0,1.0,20.0,5.0,2.0,58.120000000000005,0.26666666666666666
Oxiconazole,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,429.1340000000001,6.117800000000003,0.0,4.0,3.0,6.0,26.0,8.0,3.0,39.41,0.1111111111111111
Alclometasone,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,408.92200000000014,2.0208999999999997,3.0,5.0,4.0,2.0,28.0,6.0,0.0,94.83000000000001,0.7272727272727273
Butalbital,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.26,0.9609999999999999,2.0,3.0,1.0,4.0,16.0,5.0,0.0,75.27000000000001,0.5454545454545454
Cladribine,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,285.69100000000003,-0.29740000000000044,3.0,8.0,3.0,2.0,19.0,9.0,2.0,119.31000000000002,0.5
Ranolazine,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,427.5450000000002,2.30804,2.0,6.0,3.0,9.0,31.0,7.0,2.0,74.27,0.4583333333333333
Mesalazine,Nc1ccc(O)c(C(=O)O)c1,153.137,0.6726000000000001,3.0,3.0,1.0,1.0,11.0,4.0,1.0,83.55,0.0
Benzatropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,307.43700000000007,4.417800000000004,0.0,2.0,4.0,4.0,23.0,2.0,2.0,12.47,0.42857142857142855
Ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,412.9460000000002,3.809000000000002,1.0,5.0,5.0,4.0,28.0,7.0,3.0,48.470000000000006,0.3333333333333333
Methysergide,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,353.4660000000001,1.9351,2.0,4.0,4.0,4.0,26.0,5.0,2.0,57.5,0.47619047619047616
Cabergoline,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,451.61500000000024,3.193900000000001,2.0,4.0,4.0,8.0,33.0,7.0,2.0,71.68,0.5384615384615384
Idoxuridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.1,-1.2181000000000002,3.0,6.0,2.0,2.0,17.0,8.0,1.0,104.55000000000001,0.5555555555555556
Dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.30700000000002,1.6838000000000002,2.0,4.0,2.0,2.0,17.0,5.0,2.0,86.18,0.0
Terconazole,CC(C)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,532.472,4.462700000000003,0.0,8.0,5.0,8.0,36.0,10.0,3.0,64.88000000000001,0.46153846153846156
Phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.27300000000002,1.7696,2.0,2.0,3.0,2.0,19.0,4.0,2.0,58.2,0.06666666666666667
Medrysone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,344.49500000000006,3.9403000000000032,1.0,3.0,4.0,1.0,25.0,3.0,0.0,54.370000000000005,0.8181818181818182
Doxycycline,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,444.44000000000017,-0.3475999999999985,6.0,9.0,4.0,2.0,32.0,10.0,1.0,181.62,0.4090909090909091
Diethylstilbestrol,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.356,4.828600000000005,2.0,2.0,2.0,4.0,20.0,2.0,2.0,40.46,0.2222222222222222
Lymecycline,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,602.6410000000002,-0.45419999999999416,9.0,12.0,4.0,10.0,43.0,14.0,1.0,242.97999999999996,0.5172413793103449
Clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.845,5.376700000000004,0.0,2.0,4.0,4.0,25.0,3.0,4.0,17.82,0.045454545454545456
Calcium acetate,CC(=O)[O-].CC(=O)[O-].[Ca+2],158.166,-2.8683999999999985,0.0,4.0,0.0,0.0,9.0,5.0,0.0,80.25999999999999,0.5
Sulfanilamide,Nc1ccc(S(N)(=O)=O)cc1,172.20900000000003,-0.08380000000000004,2.0,3.0,1.0,1.0,11.0,5.0,1.0,86.18,0.0
Cycloserine,N[C@@H]1CONC1=O,102.09299999999999,-1.6249000000000007,2.0,3.0,1.0,0.0,7.0,4.0,0.0,64.35,0.6666666666666666
Anagrelide,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,256.092,1.9263000000000001,1.0,3.0,3.0,0.0,16.0,6.0,1.0,44.7,0.2
Carmustine,O=NN(CCCl)C(=O)NCCCl,214.052,1.157,1.0,3.0,0.0,5.0,12.0,7.0,0.0,61.77,0.8
Sulfisoxazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,267.31,1.67444,2.0,5.0,2.0,3.0,18.0,7.0,2.0,98.22,0.18181818181818182
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.36899999999997,1.6132,2.0,4.0,1.0,9.0,19.0,4.0,1.0,50.72,0.6
Crotamiton,CC=CC(=O)N(CC)c1ccccc1C,203.28500000000003,2.9240200000000014,0.0,1.0,1.0,3.0,15.0,2.0,1.0,20.310000000000002,0.3076923076923077
Dicoumarol,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,336.29900000000004,2.9014000000000006,2.0,6.0,4.0,2.0,25.0,6.0,4.0,100.88,0.05263157894736842
Cefmenoxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,511.57100000000014,-0.8697999999999984,3.0,14.0,4.0,8.0,33.0,17.0,2.0,190.81,0.375
Ropinirole,CCCN(CCC)CCc1cccc2c1CC(=O)N2,260.3809999999999,2.845700000000001,1.0,2.0,2.0,7.0,19.0,3.0,1.0,32.34,0.5625
Chlorotrianisene,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,380.8710000000001,5.867800000000005,0.0,3.0,3.0,6.0,27.0,4.0,3.0,27.69,0.13043478260869565
Isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,371.3930000000001,2.5822000000000003,1.0,8.0,3.0,4.0,27.0,8.0,2.0,103.55,0.3684210526315789
Diatrizoate,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,613.9150000000002,3.1154,3.0,3.0,1.0,3.0,20.0,9.0,1.0,95.50000000000001,0.18181818181818182
Betazole,NCCc1ccn[nH]1,111.14799999999998,-0.08910000000000035,2.0,2.0,1.0,2.0,8.0,3.0,1.0,54.699999999999996,0.4
Topiramate,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,339.3660000000001,-0.3953999999999982,1.0,8.0,3.0,3.0,22.0,10.0,0.0,115.54,1.0
Cefmetazole,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,471.54600000000016,-0.7283199999999983,2.0,12.0,3.0,9.0,30.0,15.0,1.0,163.32999999999998,0.5333333333333333
Olmesartan,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,446.5110000000001,3.656600000000002,3.0,7.0,4.0,8.0,33.0,9.0,4.0,129.81,0.2916666666666667
Amsacrine,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,393.46800000000013,4.511700000000003,2.0,5.0,4.0,5.0,28.0,7.0,4.0,80.32,0.09523809523809523
Theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.16699999999997,-1.0397000000000005,1.0,5.0,2.0,0.0,13.0,6.0,2.0,72.68,0.2857142857142857
Argatroban,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,508.6450000000003,0.9125700000000025,6.0,6.0,3.0,9.0,35.0,12.0,1.0,177.71,0.6086956521739131
Liothyronine,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,650.9760000000001,3.952700000000001,3.0,4.0,2.0,5.0,23.0,8.0,2.0,92.78000000000002,0.13333333333333333
Disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.4830000000001,3.361900000000002,1.0,3.0,2.0,8.0,25.0,4.0,2.0,59.22,0.42857142857142855
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,234.343,2.5837400000000006,1.0,2.0,1.0,5.0,17.0,3.0,1.0,32.34,0.5
Pamidronic acid,NCCC(O)(P(=O)(O)O)P(=O)(O)O,235.069,-1.6633000000000002,6.0,4.0,0.0,4.0,13.0,10.0,0.0,161.30999999999997,1.0
Clemastine,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,343.898,5.104400000000005,0.0,2.0,3.0,6.0,24.0,3.0,2.0,12.47,0.42857142857142855
Acarbose,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.721900000000014,14.0,19.0,3.0,13.0,44.0,19.0,0.0,329.01,0.88
Venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,277.4079999999999,3.0356000000000014,1.0,3.0,2.0,5.0,20.0,3.0,1.0,32.7,0.6470588235294118
Travoprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,500.5540000000002,4.427400000000005,3.0,6.0,2.0,12.0,35.0,9.0,1.0,96.22000000000001,0.5769230769230769
Amcinonide,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,502.5790000000003,3.5238000000000023,1.0,7.0,6.0,3.0,36.0,8.0,0.0,99.13000000000001,0.75
Atomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.361,3.7246200000000034,1.0,2.0,2.0,6.0,19.0,2.0,2.0,21.259999999999998,0.29411764705882354
Bleomycin,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,1415.5760000000005,-7.703580000000035,20.0,31.0,6.0,35.0,96.0,41.0,4.0,627.07,0.6181818181818182
Chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,304.217,3.377900000000002,1.0,2.0,1.0,9.0,19.0,5.0,1.0,40.54,0.5
Etomidate,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,244.294,2.669100000000001,0.0,4.0,2.0,4.0,18.0,4.0,2.0,44.12,0.2857142857142857
Raltitrexed,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,458.4960000000002,1.9772199999999995,4.0,7.0,3.0,9.0,32.0,11.0,3.0,152.69,0.2857142857142857
Etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,324.4640000000001,4.048700000000004,1.0,2.0,4.0,1.0,24.0,2.0,0.0,37.3,0.6818181818181818
Morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,285.343,1.1981,2.0,4.0,5.0,0.0,21.0,4.0,1.0,52.93000000000001,0.5294117647058824
Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,274.408,3.5064400000000013,1.0,2.0,2.0,4.0,20.0,3.0,1.0,32.34,0.5882352941176471
Bupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,288.43500000000006,3.8965400000000026,1.0,2.0,2.0,5.0,21.0,3.0,1.0,32.34,0.6111111111111112
Dapiprazole,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,325.46000000000015,2.2875200000000007,0.0,5.0,4.0,4.0,24.0,5.0,2.0,37.190000000000005,0.5789473684210527
Penciclovir,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,253.26199999999997,-1.3073,4.0,7.0,2.0,5.0,18.0,8.0,2.0,130.05,0.5
Tenofovir disoproxil,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,519.4480000000002,3.0356000000000014,1.0,15.0,2.0,13.0,35.0,16.0,2.0,185.43999999999997,0.631578947368421
Flucloxacillin,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,453.8790000000002,2.6878199999999994,2.0,6.0,4.0,4.0,30.0,11.0,2.0,112.74,0.3684210526315789
Tranexamic acid,NC[C@H]1CC[C@H](C(=O)O)CC1,157.21299999999997,0.8361000000000001,2.0,2.0,1.0,2.0,11.0,3.0,0.0,63.32000000000001,0.875
Ertapenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,475.52300000000025,0.9407000000000005,5.0,7.0,4.0,7.0,33.0,11.0,1.0,156.26999999999998,0.45454545454545453
Desogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,310.48100000000005,4.869700000000004,1.0,1.0,4.0,1.0,23.0,1.0,0.0,20.23,0.7272727272727273
Mitomycin,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,334.33200000000005,-1.6511999999999971,3.0,8.0,4.0,3.0,24.0,9.0,0.0,146.89000000000001,0.5333333333333333
Talbutal,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,224.26,0.9609999999999999,2.0,3.0,1.0,4.0,16.0,5.0,0.0,75.27000000000001,0.5454545454545454
Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,348.48600000000016,6.103720000000005,1.0,1.0,3.0,3.0,26.0,2.0,2.0,37.3,0.375
Ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,384.58600000000007,4.164000000000003,2.0,4.0,1.0,14.0,26.0,6.0,1.0,69.64,0.7
Vindesine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,753.9409999999998,2.732400000000003,5.0,10.0,9.0,6.0,55.0,12.0,3.0,164.82,0.5813953488372093
Chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,338.77200000000005,0.9242000000000001,3.0,4.0,3.0,2.0,22.0,8.0,2.0,109.49000000000001,0.07142857142857142
Ethoxzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,258.32399999999996,1.3424,1.0,5.0,2.0,3.0,16.0,7.0,2.0,82.28,0.2222222222222222
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.276,1.1849999999999998,2.0,3.0,1.0,4.0,16.0,5.0,0.0,75.27000000000001,0.7272727272727273
Valproic acid,CCCC(CCC)C(=O)O,144.214,2.2874,1.0,1.0,0.0,5.0,10.0,2.0,0.0,37.3,0.875
Capreomycin,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O.NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC1=O,1321.4349999999997,-15.441999999999899,27.0,27.0,4.0,19.0,93.0,43.0,0.0,736.6099999999998,0.6
Zolmitriptan,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,287.36299999999994,1.9229,2.0,3.0,3.0,5.0,21.0,5.0,2.0,57.36,0.4375
Acetaminophen,CC(=O)Nc1ccc(O)cc1,151.165,1.3505999999999998,2.0,2.0,1.0,1.0,11.0,3.0,1.0,49.33,0.125
Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.9100000000004,4.275600000000003,1.0,7.0,4.0,8.0,31.0,9.0,3.0,68.74000000000001,0.36363636363636365
Codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,299.3700000000001,1.5010999999999999,1.0,4.0,5.0,1.0,22.0,4.0,1.0,41.93,0.5555555555555556
Piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,517.5640000000003,-0.24029999999999685,3.0,7.0,4.0,6.0,36.0,13.0,1.0,156.43,0.4782608695652174
Dihydroergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,583.6890000000001,2.0811000000000024,3.0,6.0,8.0,4.0,43.0,10.0,3.0,118.21000000000001,0.48484848484848486
Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.411,4.168600000000003,0.0,1.0,3.0,3.0,21.0,1.0,2.0,3.24,0.3
Floxuridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,246.194,-1.6836,3.0,6.0,2.0,2.0,17.0,8.0,1.0,104.55000000000001,0.5555555555555556
Tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,273.24399999999997,2.545420000000002,2.0,5.0,2.0,3.0,20.0,6.0,2.0,100.67,0.07142857142857142
Fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,376.46800000000013,2.923300000000001,2.0,4.0,4.0,1.0,27.0,5.0,0.0,74.6,0.7272727272727273
Nitroprusside,N#[C][Fe-2]([C]#N)([C]#N)([C]#N)([C]#N)[N]=O,215.941,0.2985,0.0,7.0,0.0,1.0,13.0,8.0,0.0,148.38,0.0
Calcium glucoheptonate,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],490.4240000000001,-11.314600000000006,12.0,16.0,0.0,12.0,31.0,17.0,0.0,323.02000000000004,0.8571428571428571
Hydromorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,285.34299999999996,1.6302999999999999,1.0,4.0,5.0,0.0,21.0,4.0,1.0,49.77,0.5882352941176471
Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,3.9273200000000026,1.0,4.0,3.0,4.0,25.0,6.0,3.0,68.53,0.15789473684210525
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,204.314,-0.292599999999999,4.0,4.0,0.0,9.0,14.0,4.0,0.0,64.52,1.0
Metformin,CN(C)C(=N)NC(=N)N,129.167,-1.034159999999999,4.0,2.0,0.0,0.0,9.0,5.0,0.0,88.99000000000001,0.5
Ipratropium,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,332.464,2.8541000000000016,1.0,3.0,3.0,5.0,24.0,4.0,1.0,46.53,0.65
Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45300000000003,4.292000000000004,0.0,2.0,2.0,7.0,23.0,2.0,2.0,20.310000000000002,0.38095238095238093
Olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,312.4420000000001,3.4392200000000033,1.0,5.0,4.0,0.0,22.0,5.0,2.0,30.870000000000005,0.35294117647058826
Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34099999999995,0.45210000000000006,3.0,4.0,1.0,8.0,19.0,5.0,1.0,84.57999999999998,0.5
Nitrofural,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,198.13799999999998,0.19000000000000006,2.0,5.0,1.0,3.0,14.0,8.0,1.0,123.76,0.0
Pimecrolimus,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,810.4660000000001,5.7194000000000065,2.0,11.0,4.0,6.0,56.0,13.0,0.0,158.12999999999997,0.813953488372093
Omeprazole,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,345.4240000000001,2.8997400000000004,1.0,5.0,3.0,5.0,24.0,7.0,3.0,77.1,0.29411764705882354
Pyrazinamide,NC(=O)c1cnccn1,123.11499999999998,-0.4245000000000001,1.0,3.0,1.0,1.0,9.0,4.0,1.0,68.87,0.0
Metixene,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,309.47800000000007,5.015000000000005,0.0,2.0,4.0,2.0,22.0,2.0,2.0,3.24,0.4
Cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.8950000000002,3.148200000000002,1.0,4.0,3.0,8.0,27.0,6.0,2.0,53.010000000000005,0.38095238095238093
